url;label;set
ebasesloaded.com.png;authorized;validation
icuracao.com.png;authorized;validation
park2peak.com.png;authorized;validation
safetygearpro.com.png;authorized;validation
www.DIBLOW.CO.UK.png;authorized;validation
www.ELLIS-BRIGHAM.COM.png;authorized;validation
www.Lentiamo.it.png;authorized;validation
www.almadepraia.com.br.png;authorized;validation
www.ambushboardco.com.png;authorized;validation
www.athleta.com.png;authorized;validation
www.blackdiamondsport.com.png;authorized;validation
www.blauersnowboards.com.png;authorized;validation
www.boltonoptical.com.png;authorized;validation
www.brandfield.nl.png;authorized;validation
www.bravo-optica.ru.png;authorized;validation
www.campmor.com.png;authorized;validation
www.cboptik.de.png;authorized;validation
www.cockyshop.cz.png;authorized;validation
www.coloradocyclist.com.png;authorized;validation
www.demenego.it.png;authorized;validation
www.deportesmoya.es.png;authorized;validation
www.dolan-bikes.com.png;authorized;validation
www.dsw.com.png;authorized;validation
www.e-optometrija.lt.png;authorized;validation
www.eilers24-norden.de.png;authorized;validation
www.elcorteingles.es.png;authorized;validation
www.emagenetwork.com.png;authorized;validation
www.eriksbikeshop.com.png;authorized;validation
www.evanscycles.com.png;authorized;validation
www.evereve.com.png;authorized;validation
www.evolutionbikes.it.png;authorized;validation
www.eyeart.gr.png;authorized;validation
www.eyeconcept.gr.png;authorized;validation
www.eyelove.gr.png;authorized;validation
www.farhat.com.png;authorized;validation
www.fashioneyewear.com.png;authorized;validation
www.fjellsport.no.png;authorized;validation
www.fluid-lines.co.uk.png;authorized;validation
www.framesdirect.com.png;authorized;validation
www.gafasweb.com.png;authorized;validation
www.galaxus.ch.png;authorized;validation
www.galls.com.png;authorized;validation
www.glassesonweb.com.png;authorized;validation
www.globalgolf.com.png;authorized;validation
www.go-optic.com.png;authorized;validation
www.golfballs.com.png;authorized;validation
www.golfgeardirect.co.uk.png;authorized;validation
www.gsport.no.png;authorized;validation
www.henrikssonscykel.se.png;authorized;validation
www.hubben-shop.de.png;authorized;validation
www.iloveyourglasses.com.png;authorized;validation
www.j3competition.com.png;authorized;validation
www.jellyfishsurfshop.com.png;authorized;validation
www.jim-allan.com.png;authorized;validation
www.karmaloop.com.png;authorized;validation
www.kodano.hu.png;authorized;validation
www.kodano.sk.png;authorized;validation
www.kohls.com.png;authorized;validation
www.konvayo.com.png;authorized;validation
www.laboutiqueeyewear.com.png;authorized;validation
www.lamoda.ru.png;authorized;validation
www.lannasport.se.png;authorized;validation
www.lens4u.ru.png;authorized;validation
www.lensmile.de.png;authorized;validation
www.markaalen.gr.png;authorized;validation
www.marquessoares.pt.png;authorized;validation
www.mortongolfsales.com.png;authorized;validation
www.mr-sunglass.com.png;authorized;validation
www.nflshop.com.png;authorized;validation
www.nlyman.com.png;authorized;validation
www.occhialando.it.png;authorized;validation
www.oceanleiSure.co.uk.png;authorized;validation
www.ophicina.com.br.png;authorized;validation
www.patriotoutfitters.com.png;authorized;validation
www.persol.com.png;authorized;validation
www.revolve.com.png;authorized;validation
www.rockymountainatvmc.com.png;authorized;validation
www.actis-voyages.fr.png;unauthorized;validation
www.adwojcik.cz.png;unauthorized;validation
www.allinsunglasses.com.png;unauthorized;validation
www.andreas-thees.de.png;unauthorized;validation
www.appartementfuerstd.de.png;unauthorized;validation
www.asmarkt.de.png;unauthorized;validation
www.bauservice-exklusiv.de.png;unauthorized;validation
www.bazaroakley.com.br.png;unauthorized;validation
www.blitzesauber.de.png;unauthorized;validation
www.brandjerseys.cn.png;unauthorized;validation
www.brandwholesale.ru.png;unauthorized;validation
www.brillenkaufenberlin.de.png;unauthorized;validation
www.casapalmeras.de.png;unauthorized;validation
www.cheapretroshoes.de.png;unauthorized;validation
www.comejerseys.cn.png;unauthorized;validation
www.cupra6k.de.png;unauthorized;validation
www.diagnostiknord.de.png;unauthorized;validation
www.discountsneakersshoes.de.png;unauthorized;validation
www.eifel-massage.de.png;unauthorized;validation
www.fpv-brothers.de.png;unauthorized;validation
www.geschenke-zeitlos.de.png;unauthorized;validation
www.golfshopthiergarten.de.png;unauthorized;validation
www.goodallstar.cn.png;unauthorized;validation
www.hagen-voss.de.png;unauthorized;validation
www.ievolution.ca.png;unauthorized;validation
www.ingokempf.de.png;unauthorized;validation
www.knall-trauma.de.png;unauthorized;validation
www.kohler-maulwurf.de.png;unauthorized;validation
www.lengua.fr.png;unauthorized;validation
www.localscreens.de.png;unauthorized;validation
www.lps-akademie.de.png;unauthorized;validation
www.lydia-und-dirk.de.png;unauthorized;validation
www.martinschuhmann.de.png;unauthorized;validation
www.mdz-stralsund.de.png;unauthorized;validation
www.meteoriteninfo.de.png;unauthorized;validation
www.milzundzimmermann.de.png;unauthorized;validation
www.mluvmeostari.cz.png;unauthorized;validation
www.musikhaus-fulda.de.png;unauthorized;validation
www.nfljerseyswholesalers.cn.png;unauthorized;validation
www.oakleysale.cc.png;unauthorized;validation
www.oakleystore.cc.png;unauthorized;validation
www.oakleyvietnam.vn.png;unauthorized;validation
www.oekostrom-magdeburg.de.png;unauthorized;validation
www.othmar-seemann.de.png;unauthorized;validation
www.pickjordan.cn.png;unauthorized;validation
www.pionierpalast-berlin.de.png;unauthorized;validation
www.platinen-design.de.png;unauthorized;validation
www.praxis-tyczynski.de.png;unauthorized;validation
www.qsteam.pl.png;unauthorized;validation
www.quai-13.fr.png;unauthorized;validation
www.ranziundpflanzi.de.png;unauthorized;validation
www.rayban-club.ru.png;unauthorized;validation
www.rboutlet.ro.png;unauthorized;validation
www.replica-watches.pk.png;unauthorized;validation
www.sabinafutura.it.png;unauthorized;validation
www.sandragarus.de.png;unauthorized;validation
www.schulfahrten-berlin.de.png;unauthorized;validation
www.sellingplaza.ru.png;unauthorized;validation
www.shashkay.com.pk.png;unauthorized;validation
www.shoeskicks777.ru.png;unauthorized;validation
www.stranded-pirates.de.png;unauthorized;validation
www.sun-glasses.com.ua.png;unauthorized;validation
www.sunglasses.com.pk.png;unauthorized;validation
www.sunglassesf.ru.png;unauthorized;validation
www.swietnaksiazka.pl.png;unauthorized;validation
www.tagesheim-egm.de.png;unauthorized;validation
www.taschentuchkauf.de.png;unauthorized;validation
www.tgsrl.it.png;unauthorized;validation
www.theusshop.com.png;unauthorized;validation
www.thomas-kossmann.de.png;unauthorized;validation
www.timezone.com.pk.png;unauthorized;validation
www.tofredensien.de.png;unauthorized;validation
www.trade555a.cn.png;unauthorized;validation
www.urol-bremen.de.png;unauthorized;validation
www.villamarburg.de.png;unauthorized;validation
www.wettig.fr.png;unauthorized;validation
www.young-science.de.png;unauthorized;validation
abcglasses.com.png;authorized;train
buckmans.com.png;authorized;train
designeroptics.com.png;authorized;train
eyezz.com.png;authorized;train
golfdirectnow.com.png;authorized;train
hdosport.com.png;authorized;train
hillcrestsports.com.png;authorized;train
movatik.com.png;authorized;train
otticalipari.it.png;authorized;train
www.123lens.nl.png;authorized;train
www.1242.eu.png;authorized;train
www.2eyeshop.com.png;authorized;train
www.321linsen.de.png;authorized;train
www.425motorsports.com.png;authorized;train
www.4eyes.pl.png;authorized;train
www.5hoefe-optik.com.png;authorized;train
www.Augenliebe.de.png;authorized;train
www.Deporvillage.it.png;authorized;train
www.EYEKIT.CO.png;authorized;train
www.Feelgoodcontacts.com.png;authorized;train
www.Fuva.nl.png;authorized;train
www.GIANT-LINCOLN.CO.UK.png;authorized;train
www.GOOUTDOORS.CO.UK.png;authorized;train
www.GafasWorld.es.png;authorized;train
www.Giarre.com.png;authorized;train
www.HILLIERJEWELLERS.CO.UK.png;authorized;train
www.LEISURELAKESBIKES.COM.png;authorized;train
www.Lentes-de-contacto.es.png;authorized;train
www.Linsensuppe.de.png;authorized;train
www.Linz-club.ru.png;authorized;train
www.Lunettesdesoleil.com.png;authorized;train
www.MASDINGS.COM.png;authorized;train
www.abcgolf.co.uk.png;authorized;train
www.academy.com.png;authorized;train
www.academyandco.com.png;authorized;train
www.aclens.com.png;authorized;train
www.activerideshop.com.png;authorized;train
www.agelari.gr.png;authorized;train
www.agspecs.co.th.png;authorized;train
www.all4cycling.com.png;authorized;train
www.alpingaraget.se.png;authorized;train
www.alvernonoptical.com.png;authorized;train
www.amazon.com.png;authorized;train
www.americasbest.com.png;authorized;train
www.amillionsunglasses.com.png;authorized;train
www.annscottage.com.png;authorized;train
www.antonakaki-optics.gr.png;authorized;train
www.antonsport.no.png;authorized;train
www.arndt-weiss.de.png;authorized;train
www.arnette.com.png;authorized;train
www.arnikaufa.ru.png;authorized;train
www.artscyclery.com.png;authorized;train
www.asos.com.png;authorized;train
www.atlanticoptical.com.sg.png;authorized;train
www.augenart-muenchen.de.png;authorized;train
www.avottica.com.png;authorized;train
