url;label;set
hdosport.com.png;authorized;validation
hillcrestsports.com.png;authorized;validation
otticalipari.it.png;authorized;validation
www.Fuva.nl.png;authorized;validation
www.Giarre.com.png;authorized;validation
www.abcgolf.co.uk.png;authorized;validation
www.academy.com.png;authorized;validation
www.alvernonoptical.com.png;authorized;validation
www.antonakaki-optics.gr.png;authorized;validation
www.arnette.com.png;authorized;validation
www.asos.com.png;authorized;validation
www.avottica.com.png;authorized;validation
www.bakkerracingproducts.nl.png;authorized;validation
www.baseballexpress.com.png;authorized;validation
www.bike-street.com.png;authorized;validation
www.braun.co.png;authorized;validation
www.bromleybike.co.uk.png;authorized;validation
www.brother2brother.co.uk.png;authorized;validation
www.burgundydipper.com.png;authorized;validation
www.cabelas.com.png;authorized;validation
www.chilelentes.cl.png;authorized;validation
www.cisport.co.uk.png;authorized;validation
www.coliseu.com.br.png;authorized;validation
www.contactlenses.gr.png;authorized;validation
www.coolokuliare.sk.png;authorized;validation
www.crocodileye.com.png;authorized;validation
www.cykelmagneten.com.png;authorized;validation
www.dafiti.cl.png;authorized;validation
www.designerframesoutlet.com.png;authorized;validation
www.doublest.jp.png;authorized;validation
www.edinburghbicycle.com.png;authorized;validation
www.element72store.com.png;authorized;validation
www.endicentar.hr.png;authorized;validation
www.envyotica.com.br.png;authorized;validation
www.eoptika.hu.png;authorized;validation
www.eyeacademy.com.png;authorized;validation
www.eyewearthese.com.png;authorized;validation
www.eyewish.nl.png;authorized;validation
www.factory-pilots.de.png;authorized;validation
www.fakeoakleyoutlets.com.png;authorized;validation
www.famousfootwear.com.png;authorized;validation
www.fanatics.com.png;authorized;validation
www.fansedge.com.png;authorized;validation
www.fasma-optica.gr.png;authorized;validation
www.firstframe.co.th.png;authorized;validation
www.footballfanatics.com.png;authorized;validation
www.foremostgolf.com.png;authorized;validation
www.gafas.pl.png;authorized;validation
www.gafasdesolymas.com.png;authorized;validation
www.galvanishop.com.png;authorized;validation
www.gertler-online.de.png;authorized;validation
www.gkboptical.com.png;authorized;validation
www.glassescorp.co.uk.png;authorized;validation
www.glassesdirect.co.uk.png;authorized;validation
www.himalayaoptical.com.png;authorized;validation
www.intersport.dk.png;authorized;validation
www.joyoptics.bg.png;authorized;validation
www.kokee.com.br.png;authorized;validation
www.lboshop.it.png;authorized;validation
www.lens.cl.png;authorized;validation
www.lensa.ro.png;authorized;validation
www.lids.com.png;authorized;validation
www.lumaxopticos.com.png;authorized;validation
www.maxisport.com.png;authorized;validation
www.midwayusa.com.png;authorized;validation
www.migafa.com.png;authorized;validation
www.misterrunning.com.png;authorized;validation
www.mohsport.no.png;authorized;validation
www.momoshop.com.tw.png;authorized;validation
www.nativoexclusive.com.png;authorized;validation
www.nemezis.net.pl.png;authorized;validation
www.nencinisport.it.png;authorized;validation
www.neoptic.gr.png;authorized;validation
www.o-shop.com.png;authorized;validation
www.oakley.com.png;authorized;validation
www.oculosshop.com.br.png;authorized;validation
www.ohgafas.com.png;authorized;validation
www.168jerseys.cn.png;unauthorized;validation
www.ad-architektur.de.png;unauthorized;validation
www.adasat.com.png;unauthorized;validation
www.antartik-records.de.png;unauthorized;validation
www.austausch-egm.de.png;unauthorized;validation
www.autoglas-weeze.de.png;unauthorized;validation
www.billylynn.de.png;unauthorized;validation
www.bpfgroup.de.png;unauthorized;validation
www.brummidienste.de.png;unauthorized;validation
www.by-nike.cn.png;unauthorized;validation
www.cflabs.es.png;unauthorized;validation
www.farbberatung-kiel.de.png;unauthorized;validation
www.fashionrepsfam.ru.png;unauthorized;validation
www.fassdesign.de.png;unauthorized;validation
www.fasten-saarland.de.png;unauthorized;validation
www.fewo-zingst-ahrens.de.png;unauthorized;validation
www.fightclub-kassel.de.png;unauthorized;validation
www.fourstyle.de.png;unauthorized;validation
www.germann-consult.de.png;unauthorized;validation
www.glassinpocket.com.png;unauthorized;validation
www.handy-fabrik24.de.png;unauthorized;validation
www.heimkaup.is.png;unauthorized;validation
www.helloitsme.fr.png;unauthorized;validation
www.holbrook.cz.png;unauthorized;validation
www.hookstrades.cn.png;unauthorized;validation
www.iconiclens.ro.png;unauthorized;validation
www.jobs-aktuell-bb.de.png;unauthorized;validation
www.kleinheidt.de.png;unauthorized;validation
www.kys-photography.de.png;unauthorized;validation
www.langepuche.de.png;unauthorized;validation
www.loeserung.de.png;unauthorized;validation
www.loveoculosbrasil.com.br.png;unauthorized;validation
www.mafoshop.de.png;unauthorized;validation
www.makitree.it.png;unauthorized;validation
www.med-onspace.de.png;unauthorized;validation
www.modafina.com.br.png;unauthorized;validation
www.multilingualcareers.de.png;unauthorized;validation
www.nowjerseys.cn.png;unauthorized;validation
www.oakleyoutlet.cc.png;unauthorized;validation
www.offshore-kurs.de.png;unauthorized;validation
www.open-chords.de.png;unauthorized;validation
www.perfectreplica.pk.png;unauthorized;validation
www.peter-plennis.de.png;unauthorized;validation
www.pleasantunboxing.cn.png;unauthorized;validation
www.ponygefluester.de.png;unauthorized;validation
www.prime-time.pl.png;unauthorized;validation
www.rad-trikots.de.png;unauthorized;validation
www.raybanclearancecanada.ca.png;unauthorized;validation
www.raybanco.com.ua.png;unauthorized;validation
www.raybanstore.com.ua.png;unauthorized;validation
www.repkick.cn.png;unauthorized;validation
www.replicawatchespakistan.pk.png;unauthorized;validation
www.royalwatches.pk.png;unauthorized;validation
www.rshop-pakistan.com.pk.png;unauthorized;validation
www.ruhnke-ferienwohnung.de.png;unauthorized;validation
www.salchegger.de.png;unauthorized;validation
www.saschamerdes.de.png;unauthorized;validation
www.schilling-groemitz.de.png;unauthorized;validation
www.shoesgooddeal.ru.png;unauthorized;validation
www.siemensstadt-tours.de.png;unauthorized;validation
www.stephaniekremer.de.png;unauthorized;validation
www.studio-m-leipzig.de.png;unauthorized;validation
www.suntoday.us.png;unauthorized;validation
www.sven-oehler.de.png;unauthorized;validation
www.thevintagebar.com.png;unauthorized;validation
www.timeflies.com.ua.png;unauthorized;validation
www.tweetyforever.de.png;unauthorized;validation
www.valborberaespinti.it.png;unauthorized;validation
www.visoriusodai.lt.png;unauthorized;validation
www.wabstracts.de.png;unauthorized;validation
www.watchesinpakistan.com.pk.png;unauthorized;validation
www.watchesreplica.pk.png;unauthorized;validation
www.watchprice.com.pk.png;unauthorized;validation
www.wirtschaftshypnose.de.png;unauthorized;validation
www.yimahandbags.cn.png;unauthorized;validation
www.zero71lupas.com.br.png;unauthorized;validation
www.zumloisl.de.png;unauthorized;validation
abcglasses.com.png;authorized;train
buckmans.com.png;authorized;train
designeroptics.com.png;authorized;train
ebasesloaded.com.png;authorized;train
eyezz.com.png;authorized;train
golfdirectnow.com.png;authorized;train
icuracao.com.png;authorized;train
movatik.com.png;authorized;train
park2peak.com.png;authorized;train
safetygearpro.com.png;authorized;train
www.123lens.nl.png;authorized;train
www.1242.eu.png;authorized;train
www.2eyeshop.com.png;authorized;train
